url,Headline,Organization,Location,Assignment type,Subject,Publish date,Deadline for application,Description,machine learning,deep learning
https://kth.powerappsportals.com/en-US/student/view-job/?id=3ea28dab-eb4a-ed11-97b2-0003ff3086e1,Propulsion performance optimization by increased utilization of SiC MOSFETs,Alstom Transport AB,Västerås,Degree project,Engineering,10/13/2022,12/20/2022,"Background
The advent of Wide Band Gap power semiconductors, especially Silicon Carbide MOSFETs, has a significant impact in creating more compact, low weight and energy efficient railway electric propulsion systems. One parameter that has not been investigated very deeply is how the theoretically increased Safe Operating Area of these devices relative to their rated current can be used to generate further system level benefits.

Problem description and goals

The thesis project will focus on studying the impact on system level performance of higher SiC MOSFET currents and comprise the following key tasks:

1. Study of electric traction system design
2. State of the art literature study on SiC power semiconductor applications
3. Training in Alstom performance simulation tools and familiarization with Alstom’s latest product range
4. Survey of optimization strategies with SiC devices
5. Definition of simulation cases
6. Performance simulations
7. Analysis, conclusions and reporting

Prerequisites: Background in electrical power engineering, power electronics and electric machines. Good analytical skills and systems thinking mindset.

Type of degree project (can be both) Language for the thesis
Master (20 weeks):☒  Swedish:☒ and/or English:☒
Bachelor/Högskoleingenjör (10 weeks): ☐

Is Swedish a language requirement?
Yes:☐
No: ☒
No, but Swedish is a requirement for future employment:☐


Possibility to work from our office
Yes:☒
No:☐


Contact person
Name: Ganesh Chandramouli Role: Head of Innovation
Email: ganesh.chandramouli@alsto",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=b5d38821-fc4a-ed11-97b2-0003ff3086e1,Approvals Processes Within Trackside with Regard to the Fourth Railway Package; e.g. TSFS2022:47,Alstom Transport AB,Stockholm,Degree project,Engineering,10/13/2022,12/20/2022,"Background
Alstom’s product and system development as well as requirements fulfilment within the railway industry in Sweden must be in line with European legislation, current needs in the Swedish railway network, and needs of the future. With the introduction of the fourth railway package (4RP) in the European Union and corresponding cascading changes in the Swedish legislation, the need for an up-to-date, legally compliant, and applicable hazard log, as the foundation of the safety and certification work within development and customer projects, is emphasised.
Problem description and goals

Historically, the hazard log has been updated and applied on an as-needed basis, which has caused its applicability and usability to vary and its consistency for management of hazards to sometimes be outdated. Now and in the future, however, an update and refreshment of the hazard log to be tailored for the systems and products in place and targeting the daily safety and certification work is imminent. We hope that you want to support Alstom’s work in analysing, updating, managing and integrating the hazard log to be applicable for current and future system needs. Ideally, this is managed in the requirement management tool DOORS, tying to the company processes.

The project will give a good insight into the modernising railway business with related international standards and EU legislation.  It will also include training and active participation in database development within the requirements management tool DOORS. It reflects much of the work carried out by engineers at Alstom when methods and ways of working are developed. However, this project will carry a stronger academic focus on method development, framing questions and reporting. The focus of the method development is how to handle a combination of modern risk management methods, agile development with processes and standards developed in a historic context.

The project will further give insight into both traditional and agile product development strategies, both for the railway industry but also in general. This thesis also provides the opportunity to connect with various authorities within Sweden as well as within the European Union. The emphasis will be on software development. The project will include the application of Swedish and EU legislation and will be in a cross-disciplinary territory containing technology, law, organisation, infrastructure, politics, and economy. This thesis could be done in the Alstom offices at Liljeholmen or from other locations such as the university or at home.

Type of degree project (can be both)                                          Language for the thesis
Master (20 weeks):☒  Swedish:☐ and/or English:☒
Bachelor/Högskoleingenjör (10 weeks): ☐

Is Swedish a language requirement?
Yes:☒
No: ☐
No, but Swedish is a requirement for future employment:☐

Possibility to work from our office
Yes:☒
No:☐

Contact person
Name: Måns Elenius  Role: Certification & Authorisation Cluster Lead
Email: mans.elenius@alstomgroup.com",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=86d5a097-014b-ed11-97b2-0003ff3086e1,Relation Between Short-Term Product Development and Long-Term Industry Goals,Alstom Transport AB,Stockholm,Degree project,Engineering,10/13/2022,12/20/2022,"Background
The EU works to support the railway industry through promoting technical interoperability, which yields the possibility to cross country borders in a unified manner, as well as legal compatibility, where a vehicle authorised in one country is automatically authorised in the other EU countries. Due to this, Alstom’s product and system development, as well as requirements fulfilment, must be in line with the European legislation, current needs in the Swedish railway network, and needs of the future. At the same time, the product development also occurs in shorter cycles where new hardware and software are developed and commissioned continuously to meet the short-term needs of the market. This way, the international market for signalling systems is governed by both shorter and longer product development cycles.

Problem description and goals
One obstacle for uniting the short and long cycles is that development and safety evidence for railway systems use standards developed by CENELEC (Comité Européen de Normalisation Electrotechnique), which govern the system lifecycle and safety work. The standards follow the V cycle model where each phase is only visited once and are not adjusted for an agile way of working. In addition, the railway industry, despite now being a modern and highly technological field, contains a large amount of conservatism in the mindset around requirements updates, error corrections and product availability for the market. We hope that you want to support Alstom’s work in integrating an agile process with applicable standards and legislation.

The project will give a good insight into the modernising railway business with related international standards and EU legislation. It reflects much of the work carried out by engineers at Alstom when methods and ways of working are developed. However, this project will carry a stronger academic focus on method development, framing questions and reporting. The focus of the method development is how to handle a combination of agile development with processes and standards developed in a waterfall context.

The project will further give insight into both traditional and agile product development strategies, both for the railway industry but also in general. This thesis also provides the opportunity to connect with various authorities within Sweden as well as within the European Union. The emphasis will be on software development. The project will include the application of Swedish and EU legislation and will be in a cross-disciplinary territory containing technology, law, organisation, infrastructure, politics, and economy. This thesis could be done in the Alstom offices at Liljeholmen or from other locations such as the university or at home.

Type of degree project (can be both)                                          Language for the thesis
Master (20 weeks):☒  Swedish:☐ and/or English:☒
Bachelor/Högskoleingenjör (10 weeks): ☐

Is Swedish a language requirement?
Yes:☐
No: ☒
No, but Swedish is a requirement for future employment:☐

Possibility to work from our office
Yes:☒
No:☐

Contact person
Name: Måns Elenius  Role: Certification & Authorisation Cluster Lead
Email: mans.elenius@alstomgroup.com",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=07ab30bb-014b-ed11-97b2-0003ff3086e1,The Role and Development of the Hazard Log within Trackside Systems and Projects,Alstom Transport AB,Stockholm,Degree project,Engineering,10/13/2022,12/20/2022,"Background
Alstom’s product and system development as well as requirements fulfilment within the railway industry in Sweden must be in line with European legislation, current needs in the Swedish railway network, and needs of the future. With the introduction of the fourth railway package (4RP) in the European Union and corresponding cascading changes in the Swedish legislation, the need for an up-to-date, legally compliant, and applicable hazard log, as the foundation of the safety and certification work within development and customer projects, is emphasised.
Problem description and goals

Historically, the hazard log has been updated and applied on an as-needed basis, which has caused its applicability and usability to vary and its consistency for management of hazards to sometimes be outdated. Now and in the future, however, an update and refreshment of the hazard log to be tailored for the systems and products in place and targeting the daily safety and certification work is imminent. We hope that you want to support Alstom’s work in analysing, updating, managing and integrating the hazard log to be applicable for current and future system needs. Ideally, this is managed in the requirement management tool DOORS, tying to the company processes.

The project will give a good insight into the modernising railway business with related international standards and EU legislation. It will also include training and active participation in database development within the requirements management tool DOORS. It reflects much of the work carried out by engineers at Alstom when methods and ways of working are developed. However, this project will carry a stronger academic focus on method development, framing questions and reporting. The focus of the method development is how to handle a combination of modern risk management methods, agile development with processes and standards developed in a historic context.

The project will further give insight into both traditional and agile product development strategies, both for the railway industry but also in general. This thesis also provides the opportunity to connect with various authorities within Sweden as well as within the European Union. The emphasis will be on software development. The project will include the application of Swedish and EU legislation and will be in a cross-disciplinary territory containing technology, law, organisation, infrastructure, politics, and economy. This thesis could be done in the Alstom offices at Liljeholmen or from other locations such as the university or at home.

Type of degree project (can be both)                                          Language for the thesis
Master (20 weeks):☒  Swedish:☐ and/or English:☒
Bachelor/Högskoleingenjör (10 weeks): ☐

Is Swedish a language requirement?
Yes:☐
No: ☒
No, but Swedish is a requirement for future employment:☐

Possibility to work from our office
Yes:☒
No:☐

Contact person
Name: Måns Elenius  Role: Certification & Authorisation Cluster Lead
Email: mans.elenius@alstomgroup.com",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=db546909-fe4a-ed11-97b2-0003ff3086e1,Teknisk och ekonomisk förstudie för en SMR-baserat vätgasproduktion exemplifierat med pilotprojekt,Risk Pilot,"Stockholm, Malmö, Göteborg",Degree project,Energy and Sustainable Development,10/13/2022,12/31/2022,"I linje med att dagens lättvattenreaktorer börjar närma sig sin tekniska livslängd samtidigt som det politiska och samhälleliga incitamentet för en omställning av all energi- och industriproduktion till en CO2-neutral verksamhet ökar, aktualiseras frågan om hur den framtida el- och värmeförsörjningen skall utformas för att bilda en kostnadseffektiv, ekologisk och säkerhetspolitiskt trygg grund i Sveriges ekonomi. En viktig pelare i detta anses vara vätgasbaserad industri där vätgasen spelar en nyckelroll som råvara för elproduktionen, fordonsbränsle och diverse industriprocesser.

Problemet är dock att vätgas behöver först produceras i en stor skala under stabila, kostnadsoptimala och planerbara förhållanden. Förnybara energikällor (vind, sol) kommer följaktligen endast begränsat i fråga. Ett rimligt alternativ är vattenkraften; dock har detta kraftslag nackdelen att vara begränsat till några få produktionsplatser i landets nordligaste områden. Småskaliga kärnreaktorer (så kallade SMR, Small Modular Reactor) representerar ett annat alternativ. På grund av sin storlek kan dessa byggas i en relativ snabb takt och nära till områdena med ett stort behov av vätgas. Reaktorerna är flexibla på grund av sitt modulära koncept och kan dessutom leverera processvärme som kan utnyttjas såväl i H2 produktionen som i de anknutna industritillämpningarna.

Det finns redan förstudier som analyserar kostnader av en SMR baserad H2 produktion på en mera allmän nivå (se t.ex. B. Hagert & L. Blomgren, ”Low-Carbon Hydrogen Production Using Small Modular Reactor”, M.Sc. Thesis, 2021) och denna förstudie skall därför fokusera på ett eller några få konkreta H2 användningsområden och SMR reaktortyper. De sistnämnda skall analyseras utifrån aspekter såsom designmognad, tillståndsprocess och kostnad.

Arbetets omfattning:

Projektet är tänkt att genomföras som ett examensarbete. Lämpliga kandidater är civilingenjörsstudenter som har kunskap inom kärnkraftsteknik. Kunskaper inom ekonomi kopplad till energiproduktionen är meriterande.

Preliminära arbetssteg:
1. Val av ett eller flera representativa projekt där man planerar för ett omfattande H2 användningsområde som samtidigt möjliggör placeringen av en eller flera SMR enheter utifrån geografiska randvillkor. Exempel på sådana projekt kan vara stålindustrin, tillverkning av eMethanol, produktionen av vätgas för transportsektorn i ett storstadsområde, med mera. Fokusen skall ligga endast på den svenska marknaden.
2. Undersökning och val av optimala processer för H2 produktion med SMR. Detta kan vara produktion i en elektrolysanläggning med hjälp av el som produceras i en SMR eller produktionen i en termisk process (ångreformering) där SMR reaktorn tillhandahåller processvärmen. Fokusen bör dock här ligga på det förstnämnda alternativet eftersom termiska processer oundvikligen leder till CO2 utsläpp.
3. Baserat på valet i steg 2, ska en lämplig SMR reaktortyp föreslås med hänsyn till den designen som har kommit längst i både utvecklingen och tillståndsprocessen både globalt och i Sverige* och därför verkar bli det mest tids- och kostnadseffektiva alternativet.
* Här skall hänsyn tas till Sveriges (SSM:s) tillståndsprocess för licensering och byggnation av en SMR.
4. Nu skall valet i steg 3 återigen kopplas till tillämpningen identifierat i steg 1 och en mer detaljerad kostnadsanalys av H2 produktionen med en eller flera utvalda SMR enheter genomföras. Potentiella synergier, t.ex. leverans av processvärmen från en SMR reaktor till den utvalda industriprocessen vid sidan av elen för H2 produktionen, skall också inkluderas.

Examensarbetet kommer att handledas av Risk Pilot.",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=5d132ab9-fe4a-ed11-97b2-0003ff3086e1,Scenariobaserad analys av möjligheten till reparation vid härdskadesekvenser,Risk Pilot,"Stockholm, Malmö, Göteborg",Degree project,Engineering physics,10/13/2022,12/31/2022,"EXJOBB: Scenariobaserad analys av möjligheten till reparation vid härdskadesekvenser

Bakgrund
I kärnkraftsbranschen läggs stort fokus på säkerhetsanalyser och probabilistiska säkerhetsanalyser (PSA) används för att värdera säkerheten ur ett riskperspektiv. Inom PSA analyseras relevanta händelser och händelsekombinationer som är viktiga för säkerheten.
Dock beaktas möjligheten till reparation sällan vilket kan, beroende på scenario, utgöra en hög konservatism och bidra till ett högre riskbidrag än nödvändigt. Därav är det av stort intresse att analysera möjligheterna till reparation scenariobaserat, dvs. undersöka vilka scenarier som kan undvikas att resultera i en härdskada och/eller ett radioaktivt utsläpp till omgivningen.

Arbetets omfattning
Projektet är tänkt att genomföras som ett examensarbete. Lämpliga kandidater är civilingenjörsstudenter som har kunskap inom reaktorteknologi och/eller risk- och säkerhetsanalys (ex. felträd, PSA).
Examensarbetet består av följande delar och är tänkt att utföras av en student. Omfattningen kan justeras beroende på studentens intresse och akademiska bakgrund.
Preliminära arbetsmoment:
• Litteraturstudie av guider för analys av reparation.
• Scenariobaserad analys av reparationsmöjligheten med beaktande av resteffekt (kylbehov) och tillgänglig tid.
• Utvärdering och val av analysverktyg för tidsberoende analys.
• Utvärdering av resultat.
Examensarbetet kommer att handledas av Risk Pilot.
xx xx xx xx xx xx xx xx xx xx xx xx xx xx xx xx",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=00e3e816-ff4a-ed11-97b2-0003ff3086e1,Metoder för optimering av investeringsportfölj,Risk Pilot,Stockholm,Degree project,Industrial Management,10/13/2022,12/31/2022,"EXJOBB: Metoder för optimering av investeringsportfölj

Bakgrund
Detta examensarbete utlyses av Risk Pilot i samarbete med Forsmark Kraftgrupp AB, och syftar till att utveckla metoder för optimeringen av Forsmarks investeringsportfölj. Målet med examensarbetet är att kartlägga och föreslå lämpliga utvecklingsområden för Forsmarks nuvarande optimeringsprocess av investeringsportföljen utifrån ett risk-, kostnad- och prestandaperspektiv. Arbetet omfattar litteraturstudie, metodutveckling och exempeltillämpning.
Då ämnet omfattar matematiska metoder inom portföljoptimering och riskteori söker vi en student som har en stark matematisk bakgrund och god analysförmåga. Kunskaper inom statistik/sannolikhetslära och risk är särskilt meriterande.

Arbetets omfattning
Projektet är tänkt att genomföras som ett examensarbete av en eller två studenter. Lämpliga kandidater bedöms vara civilingenjörsstudenter med intresse för matematik och optimeringslära och inriktning mot industriell ekonomi alternativt komplettande studier inom företagsekonomi.
Examensarbetet består av följande preliminära arbetssteg:
• Litteraturstudie över tillgängliga metoder
• Behovsanalys utifrån Forsmarks strategi för tillgångsförvaltning
• Utveckling av optimeringsmetod som beaktar risk-, kostnad- och prestanda
• Tillämpning baserad på en exempelportfölj
Examensarbetet kommer att handledas gemensamt av Forsmark och Risk Pilot och beroende på kandidaterna och uppgiften kan arbetet att utföras i Stockholm och/eller på Forsmark.

xx xx xx xx xx xx xx xx xx xx xx xx xx xx xx xx xx",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=7ffd9402-004b-ed11-97b2-0003ff3086e1,Analys av inter-system CCF i system av modulära reaktorer (SMR),Risk Pilot,"Stockholm, Malmö, Göteborg",Degree project,Vehicle Engineering,10/13/2022,12/31/2022,"EXJOBB: Analys av inter-system CCF för SMR

Bakgrund
I kärnkraftsbranschen läggs stort fokus på probabilistiska säkerhetsanalyser (PSA) av säkerhetssystem. Probabilistiska säkerhetsanalyser används för att värdera säkerheten genom att analysera relevanta händelser och händelsekombinationer ur ett riskperspektiv. Ett viktigt fenomen inom PSA är fel med gemensam orsak (eng. common cause failure, förkortat CCF) som ofta bidrar stort till riskbilden. Vanliga avgränsningar vid analys av CCF, innebär att analysen begränsas till säkerhetssystemets systemgränser samt till enskilda reaktorer.
Det finns ett stort intresse för utveckling av den nya kärnkraftstekniken ”små modulära reaktorer” (eng. small modular reactors, förkortat SMR). SMR avser förenkla både tillståndsprocesser samt tekniska säkerhetssystem, samt möjliggöra flexibel utbyggnad av flera moduler av samma typ, ofta på samma plats. Därav är det av stort intresse att analysera den säkerhetsmässiga betydelsen av CCF mellan systemgränser samt mellan reaktormoduler.

Arbetets omfattning
Projektet är tänkt att genomföras som ett examensarbete. Lämpliga kandidater är civilingenjörsstudenter som har kunskap inom reaktorteknologi och/eller matematisk modellering och tillförlitlighetsanalys. Aspekter som bör beaktas är exempelvis feldata för enkelfel och CCF, systemfunktionalitet samt sekvensaspekter.
Preliminära arbetssteg:
• Litteraturstudie av befintliga metoder för hantering av CCF, främst högredundant
• Utveckling av metodik för hantering av CCF med SMR-specifika förutsättningar
• Kartläggning samt avgränsning av säkerhetssystem i SMR
• Genomförande av pilotstudie på valda systemgränser genom att applicera utvecklad metod
• Utvärdering av resultat
Examensarbetet kommer att handledas av Risk Pilot och uppgiften kommer att utföras i Stockholm.",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=920187dc-004b-ed11-97b2-0003ff3086e1,Analys av CCF för åldrande komponenter i kärnkraftverk,Risk Pilot,"Stockholm, Malmö, Göteborg",Degree project,Vehicle Engineering,10/13/2022,12/31/2022,"EXJOBB: Analys av CCF för åldrande komponenter i kärnkraftverk

Bakgrund
I kärnkraftsbranschen läggs stort fokus på probabilistiska säkerhetsanalyser (PSA) av säkerhetssystem. Probabilistiska säkerhetsanalyser används för att värdera säkerheten genom att analysera relevanta händelser och händelsekombinationer ur ett riskperspektiv. Eftersom kärnkraftsflottan i Sverige åldras kan PSA eventuellt komma att öka i betydelse. Ett viktigt fenomen inom PSA är fel med gemensam orsak (eng. common cause failure, förkortat CCF) som ofta bidrar stort till riskbilden. Hur fenomenet CCF påverkas vid åldrande komponenter är inte helt klarlagt.
Åldring hanteras oftast genom att analysera påverkan på enkelfelsannolikheten, vilket också kommer att påverka sannolikheten för CCF eftersom denna är definierad med hjälp av enkelfelsannolikheten. Potentiellt ändrar detta också sammansättningen av felorsaker, vilket kan resultera i en oproportionerligt stor ökning av CCF-sannolikheten vid åldring. Därav är det av stort intresse att analysera komponentåldring och dess påverkan på CCF-parametrar.

Arbetets omfattning
Projektet är tänkt att genomföras som ett examensarbete. Lämpliga kandidater är civilingenjörsstudenter som har goda kunskaper inom tillämpad matematik, statistik och tillförlitlighetslära, och/eller risk- och säkerhetsanalys (ex. PSA). Aspekter som bör beaktas är exempelvis feldata för enkelfel och CCF samt hur det tidsmässiga beroendet för dessa ser ut.
Preliminära arbetssteg:
• Litteraturstudie av befintliga metoder för hantering av CCF
• Utveckling av metodik för hantering av CCF med vid åldrande komponenter
• Insamling av data för ett flertal komponenter
• Applicering av metodik samt utvärdering av resultat
Examensarbetet kommer att handledas av Risk Pilot.",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=507e70b5-4e49-ed11-97b2-0003ff3086e1,Developing production knowledge and competence in hardware start-ups,KTH Royal Insititute of Technology,Södertälje & Stockholm,Degree project,Industrial Management,10/12/2022,11/30/2022,"Background

Start-ups contribute to the innovation and economic development of Sweden. Despite their contribution, start-ups often struggle to survive in the market, because of the greater difficulties they face, especially at the beginning of their business activity (Serio, Dickson, Giuliani, & Espa, 2020). The main challenge during technology and product development is integrating the design and manufacturing areas in the product development phase (Ferreira, Biesek, & Scalice, 2021). Established large production companies often have structured working methods and development models to support the process. Start-ups have to deal with challenges in both product development and production development.
One reason for start-ups' failure is the lack of market knowledge or industry experience. Not only will the lack of knowledge affect the survival of start-ups, but it is also more likely to affect the formation of new firms, to start with (Marcon & Ribeiro, 2021). Production competence and industrialization are areas often underestimated when discussing the capabilities necessary for the success of start-ups transitioning to established companies.

About the thesis

The thesis work is part of a national project at KTH together with Södertälje Science Park called Production Angels (Produktionsänglar). ""Production Angels"" helps start-ups go from idea to production i.e., upscaling, going from drawing or prototype to series production.
Through the thesis, you will contribute directly to relevant research supporting hardware Start-ups and SMEs in Sweden and gain practical experience in collaboration with industrial partners.

The focus of the thesis is centered on the transfer of production knowledge and competence. The following research questions are suggested as a starting point:
 How does the transfer of production knowledge to start-ups impact their survival?
 What are the key resources and capabilities essential for hardware start-ups' progression (from idea to production)?

What the thesis includes

- Review of literature
- Collecting empirical data in start-ups and SMEs
- Interacting with and interviewing key stakeholders
- Designing a framework in collaboration with key stakeholders
- Documentation and presentation of results

Who are you?

You are registered in a Master's program in Business or Engineering.
You are two master's students with good knowledge of production management and production development.
You have an interest and/or experience in start-ups business and innovation.
You have a desire to work with real-life challenges and problem-solving.
You like to test new and outside-the-box ideas.
You are driven, organized, and proactive in your work.


Applications must be sent by the latest on Nov 1st, 2022.
Apply by email (to the addresses below) sending your CV(s) and writing your motivation to work on this thesis project.

Contact details:
Seyoum Eshetu Birkie - seyoume@kth.se
Zuhara Zemke Chavez - zuhar@kth.se
Phone: +46 08-790-9485 Ext. 9485",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=1ec44111-fc49-ed11-97b2-0003ff3086e1,Handling Irreducibility in a Just-In-Time Compiler,Oracle,Stockholm,Degree project,Computer Science and Engineering,10/12/2022,11/30/2022,"Java is one of the most popular programming languages in the world and it runs on billions of devices scaling from credit cards to multi-machine servers. Oracle is the main contributor to the Java programming language, developed through the OpenJDK project.

This thesis studies approaches to make the graph-based internal representation of C2 (the JVM's highly optimizing just-in-time compiler) more maintainable, accessible, and amenable to optimizations.

Most compilers represent the code under compilation as a control-flow graph (CFG). A key property of a CFG is whether it is reducible, i.e. it does not contain any jump from outside a loop into the middle of it. Irreducible CFGs arise from the use of unstructured language constructs such as C's 'goto' or Kotlin coroutines, from the application of on-stack replacement techniques in virtual machines, and from compiler transformations such as tail call optimization.
Irreducible CFGs make code analysis and optimization more complex, computationally expensive, and error-prone. For this reason, many compilers transform irreducible CFGs into a reducible form, applying techniques such as node splitting or dispatching, before further analyzing and optimizing the code under compilation.
C2 aims at handling all kinds of CFGs, which has resulted in tens of complex and expensive bugs over its lifetime. This thesis studies different approaches to restrict the structure of CFGs in C2, with the goal of improving its maintainability. Potential approaches include reducibility transformations at different compilation stages, falling back to other JVM execution modes in certain cases, or combinations of these. A successful study has the potential of making Java's main virtual machine more accessible and amenable to further optimizations.

This work will be done on site in the Stockholm office in collaboration with academic researchers who are doing scholarly work on the JVM. For the prospective thesis student, this means the availability of both expert advise on the domain of memory management as well as expert advise on writing, and the academic discipline.
Requirements:

- Must have experience in C++
- Must be familiar with graph and algorithms theory
- Must understand basic compiler theory

This is not an exhaustive list of requirements. Getting in touch with us early is a good way to identify any knowledge gaps that must be filled prior to project start to avoid delays.",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=a8223fde-3e4a-ed11-97b2-0003ff3086e1,Master Thesis: Deep Gaze on Sport Helmets,Tobii,"Mörby Centrum, Danderyd",Degree project,Computer Science and Engineering,10/12/2022,11/30/2022,"Searching for a fun topic for your thesis? Looking to work in a driven, fun environment with cutting edge technology? Perfect! Let us tell you some more about eye-tracking, because we’re looking for a student to help us explore a deep learning solution for a very exciting new product.

Though for many it sounds like a fun sci-fi topic, eye-tracking has been important across many domains for a while, especially in the 21st century. Eye-trackers can be found contributing to advances in psychology and medicine, integrated into VR and AR systems, soon mandatory for the automotive industry, and with the help of this project, gaining insight into the minds of your favorite sport players! Yes, we aim to add eye-tracking to helmets, and with you on board, we would like to explore a deep learning model that would estimate the gaze of the player.

Deep learning is a member of the machine learning family of methods and it sort of learns like a human – through example. Provided with large amounts of image data accompanied by ground truth annotations, state-of-the-art deep learning models often exceed human capabilities. We can provide the data so that you can work your magic! The aim of this thesis is to apply deep learning to the problem of gaze estimation and compare the performance to that of traditional computer vision methods and machine learning methods.

You will be part of a team of algorithm developers at Tobii working with wearable eye tracking solutions who are excited to hear your ideas and are happily available for discussions and exploring options. Our group of experienced engineers will help you become accustomed to the data and get you familiar with the field of eye tracking.

Specifically, this project could include:

Deep learning solution for gaze estimation
Exploring different state-of-the-art deep learning models
Considering end-to-end gaze estimation vs. PCCR based techniques
and even
Investigating data augmentation strategies for domain adaptation and minimizing data requirements
Benchmarking the computational footprint (processor and memory usage) on relevant hardware (i.e., desktop and/or edge device) and comparing against the baseline
And of course, whatever creative input you come up with!

We are looking for you who:

are currently pursuing a Master’s degree in Machine Learning, Computer Science, Engineering Physics, or a related technical field
feel confident programming in Python
have academic experience and interest in Deep Learning and Computer Vision
It would be beneficial if you:

are familiar with any Deep Learning framework (PyTorch, TensorFlow etc.)
have experience working in Unix/Linux environments
About Tobii

Tobii is the world leader in eye tracking – a computer vision and machine learning based technology that enables a computing device to tell exactly where a person is looking. Eye tracking is used in various applications, including market research and eye-controlled computer interfaces. Headquartered in Stockholm, Tobii covers the global market with offices in the USA, China, Japan, the UK, and South Korea. As our Master Thesis student, you will be working in our Stockholm office.

Next Step

We are curious to know who you are and why you want to do your Master thesis with us. Submit your application through our website including:

CV
Cover letter
Transcripts",True,True
https://kth.powerappsportals.com/en-US/student/view-job/?id=d9b1658c-404a-ed11-97b2-0003ff3086e1,Master thesis: Applying Deep Learning to webcam eye tracking,Tobii,"Mörby Centrum, Danderyd",Degree project,Computer Science and Engineering,10/12/2022,11/30/2022,"Innovation is at the heart of Tobii’s business as a result of its Engineering teams constantly experimenting with the latest technologies and exploring new applications of eye-tracking. Within this project, you will have an opportunity to undertake cutting edge industry research. Tobii is currently using eye tracking technology to support advanced quantitative research in companies around the world. You will have the opportunity to work alongside the team making this happen and supporting them in extending the capabilities of eye tracking as an easily accessible research tool.

What you will do
The core task involves using recent advancements in deep learning to improve the performance and robustness of object-tracking. Recent research in the field of object-tracking has become popular by using a single-shot approach to perform object-tracking in real-time. The thesis worker will be involved in developing a robust object-tracking algorithm by exploring a multi-shot approach, as there could be some possibility for overall performance improvement. Additional research into reducing the model’s memory usage and making it suitable for real-time is also possible. The project will likely involve applying recent deep learning and computer vision techniques.

About you

The project will have a strong research focus and seeks applicants with knowledge of deep learning and a willingness to learn about its application within eye tracking. Depending on their prior experience, the candidate will gain a deeper understanding of both the webcam eye tracking problem and applying deep learning research within modern cloud-based web technologies.

In terms of requirements, we’re looking for a team player with a willingness to learn. Ideally, you have experience in a modern DL framework like TensorFlow, PyTorch, Keras, some knowledge about AWS or similar and some programming experience is a big plus, we use Python!

Your application should include:

Cover letter
CV
Transcripts
We review applications and interview candidates continuously. Please send your application as soon as possible through our website.",True,True
